,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
,AAPL,GE,MSFT,AAPL,GE,MSFT,AAPL,GE,MSFT,AAPL,GE,MSFT,AAPL,GE,MSFT,AAPL,GE,MSFT
Date,,,,,,,,,,,,,,,,,,
2023-01-03,124.53865814208984,66.18075561523438,237.95632934570312,125.06999969482422,66.33879852294922,239.5800018310547,130.89999389648438,66.42466735839844,245.75,124.16999816894531,65.21467590332031,237.39999389648438,130.27999877929688,65.61280059814453,243.0800018310547,112117500,8204933,25740000
2023-01-04,125.82318878173828,70.03275299072266,227.54734802246094,126.36000061035156,70.19999694824219,229.10000610351562,128.66000366210938,70.19999694824219,232.8699951171875,125.08000183105469,66.75,225.9600067138672,126.88999938964844,68.41000366210938,232.27999877929688,89113600,16784600,50623400
2023-01-05,124.48887634277344,71.12017059326172,220.80335998535156,125.0199966430664,71.29000091552734,222.30999755859375,127.7699966430664,71.55000305175781,227.5500030517578,124.76000213623047,69.0,221.75999450683594,127.12999725341797,69.9000015258789,227.1999969482422,80962700,12770200,39585600
2023-01-06,129.0693359375,71.76861572265625,223.40560913085938,129.6199951171875,71.94000244140625,224.92999267578125,130.2899932861328,72.33000183105469,225.75999450683594,124.88999938964844,70.75,219.35000610351562,126.01000213623047,72.01000213623047,223.0,87754700,10389500,43613600
2023-01-09,129.59707641601562,72.49687957763672,225.58074951171875,130.14999389648438,72.66999816894531,227.1199951171875,133.41000366210938,73.91000366210938,231.24000549316406,129.88999938964844,71.95999908447266,226.41000366210938,130.47000122070312,72.0,226.4499969482422,70790800,7572900,27369800
2023-01-10,130.17462158203125,75.09068298339844,227.29904174804688,130.72999572753906,75.2699966430664,228.85000610351562,131.25999450683594,75.37000274658203,231.30999755859375,128.1199951171875,72.19999694824219,227.3300018310547,130.25999450683594,72.19999694824219,227.75999450683594,63896200,9255500,27033900
2023-01-11,132.9228973388672,77.50492095947266,234.17214965820312,133.49000549316406,77.69000244140625,235.77000427246094,133.50999450683594,77.69999694824219,235.9499969482422,130.4600067138672,75.51000213623047,231.11000061035156,131.25,75.81999969482422,231.2899932861328,69458900,10159300,28669300
2023-01-12,132.84323120117188,78.67212677001953,236.89356994628906,133.41000366210938,78.86000061035156,238.50999450683594,134.25999450683594,79.20999908447266,239.89999389648438,131.44000244140625,77.29000091552734,233.55999755859375,133.8800048828125,77.87999725341797,235.25999450683594,71379600,11498700,27269500
2023-01-13,134.1875,80.0089340209961,237.6086883544922,134.75999450683594,80.19999694824219,239.22999572753906,134.9199981689453,80.5999984741211,239.3699951171875,131.66000366210938,78.5,234.9199981689453,132.02999877929688,78.77999877929688,237.0,57809700,11048200,21333300
2023-01-17,135.36248779296875,80.29824829101562,238.7211151123047,135.94000244140625,80.48999786376953,240.35000610351562,137.2899932861328,80.66000366210938,240.91000366210938,134.1300048828125,79.76000213623047,237.08999633789062,134.8300018310547,79.91999816894531,237.97000122070312,63646600,8492200,29831300
2023-01-18,134.63558959960938,79.0811538696289,234.2118682861328,135.2100067138672,79.2699966430664,235.80999755859375,138.61000061035156,81.18000030517578,242.3800048828125,135.02999877929688,79.13999938964844,235.52000427246094,136.82000732421875,80.94000244140625,241.57000732421875,69672800,7834300,30028700
2023-01-19,134.69534301757812,76.67689514160156,230.35816955566406,135.27000427246094,76.86000061035156,231.92999267578125,136.25,78.75,235.52000427246094,133.77000427246094,76.66999816894531,230.67999267578125,134.0800018310547,77.94000244140625,233.77999877929688,58280400,10411700,28623000
2023-01-20,137.28428649902344,77.49494171142578,238.5919952392578,137.8699951171875,77.68000030517578,240.22000122070312,138.02000427246094,77.75,240.74000549316406,134.22000122070312,75.66999816894531,234.50999450683594,135.27999877929688,77.58999633789062,234.86000061035156,80223600,8261300,35389800
2023-01-23,140.51051330566406,79.57996368408203,240.9359893798828,141.11000061035156,79.7699966430664,242.5800018310547,143.32000732421875,80.0199966430664,245.1699981689453,137.89999389648438,77.54000091552734,239.64999389648438,138.1199951171875,77.61000061035156,241.10000610351562,81760300,10957500,31934000
2023-01-24,141.9244842529297,80.50774383544922,240.399658203125,142.52999877929688,80.69999694824219,242.0399932861328,143.16000366210938,80.8499984741211,243.9499969482422,140.3000030517578,77.47000122070312,240.44000244140625,140.30999755859375,78.0,242.5,66435100,13381800,40234400
2023-01-25,141.25732421875,80.59754180908203,238.97935485839844,141.86000061035156,80.79000091552734,240.61000061035156,142.42999267578125,81.3499984741211,243.3000030517578,138.80999755859375,79.43000030517578,230.89999389648438,140.88999938964844,79.77999877929688,234.47999572753906,65799300,8501500,66526600
2023-01-26,143.34841918945312,80.94670104980469,246.31927490234375,143.9600067138672,81.13999938964844,248.0,144.25,81.58000183105469,248.30999755859375,141.89999389648438,80.12000274658203,242.0,143.1699981689453,81.4800033569336,243.64999389648438,54105100,6511200,33454500
2023-01-27,145.31002807617188,83.03173065185547,246.47817993164062,145.92999267578125,83.2300033569336,248.16000366210938,147.22999572753906,83.98999786376953,249.8300018310547,143.0800018310547,80.9000015258789,246.8300018310547,143.16000366210938,81.0,248.99000549316406,70555800,7789500,26498900
2023-01-30,142.3925018310547,80.63744354248047,241.06512451171875,143.0,80.83000183105469,242.7100067138672,145.5500030517578,82.75,245.60000610351562,142.85000610351562,80.66999816894531,242.1999969482422,144.9600067138672,82.41000366210938,244.50999450683594,64015300,5726900,25867400
2023-01-31,143.677001953125,80.28827667236328,246.13055419921875,144.2899932861328,80.4800033569336,247.80999755859375,144.33999633789062,80.91000366210938,247.9499969482422,142.27999877929688,79.47000122070312,242.9499969482422,142.6999969482422,80.44999694824219,243.4499969482422,65874500,6883500,26541100
2023-02-01,144.81214904785156,82.12389373779297,251.03707885742188,145.42999267578125,82.31999969482422,252.75,146.61000061035156,82.47000122070312,255.17999267578125,141.32000732421875,80.01000213623047,245.47000122070312,143.97000122070312,80.2699966430664,248.0,77663600,7272300,31259900
2023-02-02,150.17926025390625,83.74002838134766,262.8067626953125,150.82000732421875,83.94000244140625,264.6000061035156,151.17999267578125,84.02999877929688,264.69000244140625,148.1699981689453,81.9000015258789,257.25,148.89999389648438,82.19000244140625,258.82000732421875,118339000,8293000,39940400
2023-02-03,153.8436279296875,81.76473999023438,256.59912109375,154.5,81.95999908447266,258.3500061035156,157.3800048828125,83.69000244140625,264.20001220703125,147.8300018310547,81.81999969482422,257.1000061035156,148.02999877929688,83.51000213623047,259.5400085449219,154357300,5778200,29077300
2023-02-06,151.0854034423828,82.15381622314453,255.02981567382812,151.72999572753906,82.3499984741211,256.7699890136719,153.10000610351562,82.44000244140625,258.29998779296875,150.77999877929688,81.23999786376953,254.77999877929688,152.57000732421875,81.47000122070312,257.44000244140625,69858300,4329700,22518000
2023-02-07,153.9929962158203,81.91439056396484,265.7467041015625,154.64999389648438,82.11000061035156,267.55999755859375,155.22999572753906,82.37000274658203,268.7699890136719,150.63999938964844,80.54000091552734,260.0799865722656,150.63999938964844,81.9800033569336,260.5299987792969,83322600,4702300,50841400
2023-02-08,151.27459716796875,81.76473999023438,264.9223327636719,151.9199981689453,81.95999908447266,266.7300109863281,154.5800018310547,82.5999984741211,276.760009765625,151.1699981689453,81.30000305175781,266.2099914550781,153.8800048828125,81.69000244140625,273.20001220703125,64120100,3407400,54686000
2023-02-09,150.2290496826172,80.59754180908203,261.8333740234375,150.8699951171875,80.79000091552734,263.6199951171875,154.3300018310547,82.62999725341797,273.9800109863281,150.4199981689453,80.44000244140625,262.79998779296875,153.77999877929688,82.33999633789062,273.79998779296875,56007100,3861400,42375100
2023-02-10,150.59803771972656,81.09634399414062,261.31695556640625,151.00999450683594,81.29000091552734,263.1000061035156,151.33999633789062,81.3499984741211,264.0899963378906,149.22000122070312,80.4000015258789,260.6600036621094,149.4600067138672,80.80999755859375,261.5299987792969,57450700,3490100,25818500
2023-02-13,153.43031311035156,82.4830322265625,269.4812316894531,153.85000610351562,82.68000030517578,271.32000732421875,154.25999450683594,82.91999816894531,274.6000061035156,150.9199981689453,81.08000183105469,267.1499938964844,150.9499969482422,81.19999694824219,267.6400146484375,62199000,4081600,44630900
2023-02-14,152.78207397460938,83.34098815917969,270.3254699707031,153.1999969482422,83.54000091552734,272.1700134277344,153.77000427246094,83.80999755859375,274.9700012207031,150.86000061035156,81.95999908447266,269.2799987792969,152.1199951171875,82.12999725341797,272.6700134277344,61707600,5368500,37047900
2023-02-15,154.90626525878906,84.56804656982422,268.164794921875,155.3300018310547,84.7699966430664,269.32000732421875,155.5,84.79000091552734,270.7300109863281,152.8800048828125,82.44000244140625,266.17999267578125,153.11000061035156,82.61000061035156,268.32000732421875,65573800,5830500,28922400
2023-02-16,153.2906951904297,83.84976959228516,261.0255126953125,153.7100067138672,84.05000305175781,262.1499938964844,156.3300018310547,84.54000091552734,266.739990234375,153.35000610351562,82.9800033569336,261.8999938964844,153.50999450683594,83.61000061035156,264.0199890136719,68167900,4505900,29603600
2023-02-17,152.13385009765625,82.84217834472656,256.95306396484375,152.5500030517578,83.04000091552734,258.05999755859375,153.0,83.81999969482422,260.0899963378906,150.85000610351562,82.2300033569336,256.0,152.35000610351562,83.58999633789062,259.3900146484375,59144100,4424200,30000100
2023-02-21,148.074951171875,82.06402587890625,251.586181640625,148.47999572753906,82.26000213623047,252.6699981689453,151.3000030517578,83.37999725341797,255.49000549316406,148.41000366210938,81.80999755859375,251.58999633789062,150.1999969482422,82.13999938964844,254.47999572753906,58867200,4071800,28397400
2023-02-22,148.5037841796875,82.9918212890625,250.43116760253906,148.91000366210938,83.19000244140625,251.50999450683594,149.9499969482422,84.33000183105469,254.33999633789062,147.16000366210938,82.0999984741211,250.33999633789062,148.8699951171875,82.16000366210938,254.08999633789062,51011300,8642500,22491100
2023-02-23,148.992431640625,82.74241638183594,253.67718505859375,149.39999389648438,82.94000244140625,254.77000427246094,150.33999633789062,84.41000366210938,256.8399963378906,147.24000549316406,81.9000015258789,250.47999572753906,150.08999633789062,83.48999786376953,255.55999755859375,48394200,8077200,29219100
2023-02-24,146.30978393554688,83.35096740722656,248.15098571777344,146.7100067138672,83.55000305175781,249.22000122070312,147.19000244140625,83.77999877929688,251.0,145.72000122070312,81.6500015258789,248.10000610351562,147.11000061035156,81.76000213623047,249.9600067138672,55469600,6946800,24990900
2023-02-27,147.5164794921875,83.64026641845703,249.0869598388672,147.9199981689453,83.83999633789062,250.16000366210938,149.1699981689453,84.86000061035156,252.82000732421875,147.4499969482422,83.48999786376953,249.38999938964844,147.7100067138672,84.0,252.4600067138672,44998500,6390500,21190000
2023-02-28,147.00787353515625,84.50819396972656,248.35012817382812,147.41000366210938,84.70999908447266,249.4199981689453,149.0800018310547,85.6500015258789,251.49000549316406,146.8300018310547,83.45999908447266,248.72999572753906,147.0500030517578,83.62000274658203,249.07000732421875,50547000,9131000,22491000
2023-03-01,144.91358947753906,83.93954467773438,245.21365356445312,145.30999755859375,84.13999938964844,246.27000427246094,147.22999572753906,85.36000061035156,250.92999267578125,145.00999450683594,83.75,245.7899932861328,146.8300018310547,84.66000366210938,250.75999450683594,55479000,5996000,27565300
